node	node_name	node_type
C0700031	Anxiety attack	SideEffect
143501	C11orf40	Gene
25827	FBXL2	Gene
740	MRPL49	Gene
DB00501	Cimetidine	Compound
5700	PSMC1	Gene
126208	ZNF787	Gene
C2697368	Gastrointestinal tract irritation	SideEffect
222553	SLC35F1	Gene
23552	CDK20	Gene
93661	CAPZA3	Gene
3685	ITGAV	Gene
80745	THUMPD2	Gene
7137	TNNI3	Gene
58516	SINHCAF	Gene
DOID:11080	myiasis	Disease
CHEMBL757	CHEMBL757	Compound
O15244	S22A2_HUMAN	Protein
58158	NEUROD4	Gene
GO:0008134	transcription factor binding	MolecularFunction
C0020443	Hypercholesterolaemia	SideEffect
150726	FBXO41	Gene
CHEMBL2107529	CHEMBL2107529	Compound
DOID:0110354	retinitis pigmentosa 19	Disease
P49356	FNTB_HUMAN	Protein
C0235880	Mononeuritis	SideEffect
DB01656	Roflumilast	Compound
GO:0009986	cell surface	CellularComponent
DOID:11428	endometriosis of intestine	Disease
UBERON:0001529	brachiocephalic artery	Anatomy
C0027719	Nephrosclerosis	SideEffect
DOID:0080255	Meier-Gorlin syndrome 8	Disease
146852	ODF4	Gene
CHEMBL3039558	CHEMBL3039558	Compound
79084	WDR77	Gene
10560	SLC19A2	Gene
25832	NBPF14	Gene
DOID:7148	rheumatoid arthritis	Disease
CHEMBL1128	CHEMBL1128	Compound
8741	TNFSF13	Gene
CHEMBL1628233	CHEMBL1628233	Compound
GO:0071333	cellular response to glucose stimulus	BiologicalProcess
728343	NXF2B	Gene
CHEMBL1720232	CHEMBL1720232	Compound
CHEBI:35821	anticholesteremic drug	PharmacologicClass
DOID:0110195	Charcot-Marie-Tooth disease type 4E	Disease
DOID:0110929	nemaline myopathy 9	Disease
CHEMBL3545210	CHEMBL3545210	Compound
CHEMBL611494	CHEMBL611494	Compound
UBERON:0001469	sternoclavicular joint	Anatomy
84779	NAA11	Gene
DB00818	Propofol	Compound
967	CD63	Gene
DOID:0110865	congenital stationary night blindness 1B	Disease
CHEMBL429405	CHEMBL429405	Compound
DOID:0060611	abdominal obesity-metabolic syndrome	Disease
158835	AWAT2	Gene
115416	MALSU1	Gene
CHEMBL395110	CHEMBL395110	Compound
7639	ZNF85	Gene
9016	SLC25A14	Gene
DOID:299	adenocarcinoma	Disease
DB11157	Anthralin	Compound
79648	MCPH1	Gene
DOID:12165	retinal lattice degeneration	Disease
116843	SLC18B1	Gene
157848	NKX6-3	Gene
C0234369	Trembling	SideEffect
386683	KRTAP12-3	Gene
163933	FAM43B	Gene
5957	RCVRN	Gene
CHEMBL1201001	CHEMBL1201001	Compound
79716	NPEPL1	Gene
7087	ICAM5	Gene
DOID:10944	tongue disease	Disease
252969	NEIL2	Gene
9500	MAGED1	Gene
DB00651	Dyphylline	Compound
55786	ZNF415	Gene
7051	TGM1	Gene
N0000175898	Reducing and Complexing Thiol	PharmacologicClass
DOID:9365	vesiculitis	Disease
157378	TMEM65	Gene
DOID:10646	schizotypal personality disorder	Disease
N0000180185	Radiographic Contrast Agent	PharmacologicClass
414060	TBC1D3C	Gene
C0003486	Aortic aneurysm	SideEffect
DB03147	Flavin adenine dinucleotide	Compound
3161	HMMR	Gene
D002032	Bulimia	Symptom
5274	SERPINI1	Gene
DOID:1243	labia minora cancer	Disease
1800	DPEP1	Gene
26019	UPF2	Gene
CHEMBL1951575	CHEMBL1951575	Compound
C0259749	Autonomic neuropathy	SideEffect
O15075	DCLK1_HUMAN	Protein
55270	NUDT15	Gene
23016	EXOSC7	Gene
DOID:10584	retinitis pigmentosa	Disease
22934	RPIA	Gene
DOID:11452	perinatal jaundice due to hepatocellular damage	Disease
8829	NRP1	Gene
C0029118	Opportunistic infection	SideEffect
DB01004	Ganciclovir	Compound
2706	GJB2	Gene
64061	TSPYL2	Gene
DB01256	Retapamulin	Compound
8989	TRPA1	Gene
100130733	LRRC70	Gene
DOID:0110380	retinitis pigmentosa 62	Disease
8615	USO1	Gene
2176	FANCC	Gene
DOID:3350	mesenchymal cell neoplasm	Disease
CHEMBL3545156	CHEMBL3545156	Compound
57144	PAK5	Gene
30850	CDR2L	Gene
91039	DPP9	Gene
DOID:0110818	hereditary spastic paraplegia 73	Disease
100131439	CD300LD	Gene
22979	EFR3B	Gene
1813	DRD2	Gene
643226	GRXCR2	Gene
5550	PREP	Gene
162387	MFSD6L	Gene
345778	MTX3	Gene
GO:0051648	vesicle localization	BiologicalProcess
Q9P0L2	MARK1_HUMAN	Protein
83695	RHNO1	Gene
P48729	KC1A_HUMAN	Protein
DB08970	Fluprednidene	Compound
CHEMBL1201063	CHEMBL1201063	Compound
55607	PPP1R9A	Gene
388558	ZNF808	Gene
81168	OR8J3	Gene
55929	DMAP1	Gene
3238	HOXD12	Gene
256949	KANK3	Gene
DOID:0060673	Peters anomaly	Disease
84659	RNASE7	Gene
57471	ERMN	Gene
DOID:5772	central nervous system hematologic cancer	Disease
55183	RIF1	Gene
DOID:9601	ischemic fasciitis	Disease
CHEMBL460499	CHEMBL460499	Compound
53349	ZFYVE1	Gene
102724473	GAGE10	Gene
GO:0031960	response to corticosteroid	BiologicalProcess
5873	RAB27A	Gene
PC7_8631	Unfolded Protein Response (UPR)	Pathway
9630	GNA14	Gene
2155	F7	Gene
27175	TUBG2	Gene
CHEMBL2218917	CHEMBL2218917	Compound
56681	SAR1A	Gene
78991	PCYOX1L	Gene
N0000182729	Potassium Channel Opener	PharmacologicClass
79541	OR2A4	Gene
Q16512	PKN1_HUMAN	Protein
57534	MIB1	Gene
113791	PIK3IP1	Gene
79840	NHEJ1	Gene
DOID:0060014	CD45 deficiency	Disease
2912	GRM2	Gene
140685	ZBTB46	Gene
84305	PYM1	Gene
11127	KIF3A	Gene
CHEMBL2103879	CHEMBL2103879	Compound
54345	SOX18	Gene
DOID:10039	late congenital syphilis	Disease
6323	SCN1A	Gene
DOID:13579	kwashiorkor	Disease
GO:0071548	response to dexamethasone	BiologicalProcess
C0235522	Vein disorder	SideEffect
C0023066	Laryngospasm	SideEffect
DOID:4025	steatitis	Disease
1058	CENPA	Gene
DOID:11612	polycystic ovary syndrome	Disease
UBERON:0007780	exudate	Anatomy
55154	MSTO1	Gene
C1535849	Application site induration	SideEffect
23138	N4BP3	Gene
196500	PIANP	Gene
C0232197	Cardiac fibrillation	SideEffect
116841	SNAP47	Gene
DB00914	Phenformin	Compound
3769	KCNJ13	Gene
6372	CXCL6	Gene
DOID:0050174	Kunjin encephalitis	Disease
UBERON:0000985	axillary vein	Anatomy
25803	SPDEF	Gene
85377	MICALL1	Gene
CHEMBL2103744	CHEMBL2103744	Compound
1571	CYP2E1	Gene
DOID:9395	croup	Disease
DOID:5062	phencyclidine abuse	Disease
DB06770	Benzyl alcohol	Compound
CHEMBL2105983	CHEMBL2105983	Compound
6615	SNAI1	Gene
10519	CIB1	Gene
5930	RBBP6	Gene
136332	LRGUK	Gene
D005926	Glossalgia	Symptom
P51788	CLCN2_HUMAN	Protein
CHEMBL23731	CHEMBL23731	Compound
DOID:1572	normal pressure hydrocephalus	Disease
8565	YARS	Gene
81494	CFHR5	Gene
DOID:2839	erythropoietin polycythemia	Disease
CHEMBL306823	CHEMBL306823	Compound
DB06290	Simeprevir	Compound
4302	MLLT6	Gene
345274	SLC10A6	Gene
DOID:401	multidrug-resistant tuberculosis	Disease
Q9NRP7	STK36_HUMAN	Protein
DOID:0050815	eye adnexa disease	Disease
C0221512	Stomach ache	SideEffect
842	CASP9	Gene
64921	CASD1	Gene
N0000011402	Estradiol Congeners	PharmacologicClass
P17174	AATC_HUMAN	Protein
DOID:0080155	very long chain acyl-CoA dehydrogenase deficiency	Disease
CHEMBL2364649	CHEMBL2364649	Compound
29799	YPEL1	Gene
57572	DOCK6	Gene
56666	PANX2	Gene
1738	DLD	Gene
51594	NBAS	Gene
653604	HIST2H3D	Gene
374454	KRT77	Gene
2356	FPGS	Gene
P31391	SSR4_HUMAN	Protein
Q16515	ASIC2_HUMAN	Protein
C0221406	Pituitary-dependent Cushing's syndrome	SideEffect
84432	PROK1	Gene
D015746	Abdominal Pain	Symptom
6187	RPS2	Gene
29888	STRN4	Gene
DOID:14325	mixed malaria	Disease
55867	SLC22A11	Gene
10966	RAB40B	Gene
344752	AADACL2	Gene
1911	PHC1	Gene
9891	NUAK1	Gene
11068	CYB561D2	Gene
DOID:5230	hepatoerythropoietic porphyria	Disease
85445	CNTNAP4	Gene
84629	TNRC18	Gene
51186	TCEAL9	Gene
3750	KCND1	Gene
415116	PIM3	Gene
51016	EMC9	Gene
DOID:8805	intermediate coronary syndrome	Disease
79713	IGFLR1	Gene
29110	TBK1	Gene
O43193	MTLR_HUMAN	Protein
DOID:1995	rectum sarcoma	Disease
DOID:13654	stenosis of lacrimal passage	Disease
80264	ZNF430	Gene
8370	HIST2H4A	Gene
DB00573	Fenoprofen	Compound
C0032227	Pleural effusion	SideEffect
84079	ANKRD27	Gene
112885	PHF21B	Gene
10537	UBD	Gene
199720	GGN	Gene
685	BTC	Gene
55035	NOL8	Gene
D012135	Respiratory Sounds	Symptom
54872	PIGG	Gene
112	ADCY6	Gene
P25021	HRH2_HUMAN	Protein
5950	RBP4	Gene
220296	HEPACAM	Gene
DOID:0110838	Usher syndrome type 2A	Disease
23784	POTEH	Gene
D006930	Hyperalgesia	Symptom
84069	PLEKHN1	Gene
338323	NLRP14	Gene
CHEMBL538943	CHEMBL538943	Compound
5831	PYCR1	Gene
CHEMBL1743019	CHEMBL1743019	Compound
DB00549	Zafirlukast	Compound
D002558	Cerebrospinal Fluid Otorrhea	Symptom
4074	M6PR	Gene
130557	ZNF513	Gene
3892	KRT86	Gene
147199	SCGB1C1	Gene
3224	HOXC8	Gene
3092	HIP1	Gene
DOID:8295	scabies	Disease
DB09282	Molsidomine	Compound
DOID:1790	malignant mesothelioma	Disease
DOID:9307	rectal prolapse	Disease
84878	ZBTB45	Gene
54763	ROPN1	Gene
2938	GSTA1	Gene
5083	PAX9	Gene
5795	PTPRJ	Gene
DOID:0090025	split hand-foot malformation 3	Disease
57169	ZNFX1	Gene
DB00849	Methylphenobarbital	Compound
131034	CPNE4	Gene
6581	SLC22A3	Gene
124936	CYB5D2	Gene
C2584688	Testicular swelling	SideEffect
54756	IL17RD	Gene
CHEMBL255027	CHEMBL255027	Compound
140838	NANP	Gene
157855	KCNU1	Gene
DOID:0050147	otomycosis	Disease
DB01150	Cefprozil	Compound
DOID:0050448	hereditary mucosal leukokeratosis	Disease
DOID:1130	pituitary infarct	Disease
50804	MYEF2	Gene
DOID:0060882	renal hypomagnesemia 4	Disease
103344928	KIAA1614-AS1	Gene
CHEMBL3707356	CHEMBL3707356	Compound
222235	FBXL13	Gene
DOID:0111145	ureteropelvic junction obstruction	Disease
84225	ZMYND15	Gene
DOID:0110717	Warburg micro syndrome 2	Disease
DB06228	Rivaroxaban	Compound
N0000166469	Thiazides	PharmacologicClass
DB00450	Droperidol	Compound
CHEMBL2108623	CHEMBL2108623	Compound
2801	GOLGA2	Gene
DOID:12309	urticaria pigmentosa	Disease
DOID:0110950	Waardenburg syndrome type 2A	Disease
DOID:0050702	neonatal period electroclinical syndrome	Disease
DOID:4730	vasomotor rhinitis	Disease
23534	TNPO3	Gene
91807	MYLK3	Gene
DOID:0050918	vaginal carcinoma	Disease
7589	ZSCAN21	Gene
CHEMBL2108674	CHEMBL2108674	Compound
C0549445	Anaemia NOS aggravated	SideEffect
9073	CLDN8	Gene
9223	MAGI1	Gene
3452	IFNA21	Gene
54434	SSH1	Gene
DOID:11572	Listeria meningitis	Disease
CHEMBL2108581	CHEMBL2108581	Compound
8366	HIST1H4B	Gene
1004	CDH6	Gene
C0022353	Jaundice neonatal	SideEffect
334	APLP2	Gene
WP2034_r80016	Leptin signaling pathway	Pathway
165140	OXER1	Gene
6627	SNRPA1	Gene
3959	LGALS3BP	Gene
7556	ZNF10	Gene
3383	ICAM1	Gene
CHEBI:50684	cross-linking reagent	PharmacologicClass
CHEMBL2218900	CHEMBL2218900	Compound
66000	TMEM108	Gene
DB00668	Epinephrine	Compound
CHEMBL120768	CHEMBL120768	Compound
4063	LY9	Gene
DOID:9699	ophthalmia neonatorum	Disease
DOID:14320	generalized anxiety disorder	Disease
6391	SDHC	Gene
UBERON:0002512	corpus luteum	Anatomy
390078	OR52E6	Gene
DOID:0111144	preterm premature rupture of the membranes	Disease
168433	RNF133	Gene
UBERON:0001300	scrotum	Anatomy
CHEMBL293030	CHEMBL293030	Compound
DOID:0050662	bestrophinopathy	Disease
CHEMBL393220	CHEMBL393220	Compound
C0221161	Shallow breathing	SideEffect
C0041747	Unintended pregnancy	SideEffect
57113	TRPC7	Gene
CHEMBL435966	CHEMBL435966	Compound
C0015393	Congenital eye disorder	SideEffect
CHEMBL221326	CHEMBL221326	Compound
554250	GDF5OS	Gene
83893	SPATA16	Gene
DOID:12399	pathological gambling	Disease
CHEMBL3187605	CHEMBL3187605	Compound
CHEMBL1201734	CHEMBL1201734	Compound
CHEMBL2107331	CHEMBL2107331	Compound
1033	CDKN3	Gene
3326	HSP90AB1	Gene
5357	PLS1	Gene
CHEBI:65191	second generation antipsychotic	PharmacologicClass
79836	LONRF3	Gene
CHEMBL3545126	CHEMBL3545126	Compound
DOID:0110918	hereditary spherocytosis type 3	Disease
10452	TOMM40	Gene
7138	TNNT1	Gene
10946	SF3A3	Gene
GO:0030182	neuron differentiation	BiologicalProcess
CHEMBL2218858	CHEMBL2218858	Compound
8110	DPF3	Gene
5425	POLD2	Gene
DOID:11199	hypoparathyroidism	Disease
DOID:0050725	tyrosinemia type II	Disease
136051	ZNF786	Gene
10055	SAE1	Gene
C0036416	Scleritis	SideEffect
DB01600	Tiaprofenic acid	Compound
9481	SLC25A27	Gene
DOID:2142	urethra leiomyoma	Disease
C0861157	Decreased night vision	SideEffect
N0000175723	Cholinesterase Inhibitor	PharmacologicClass
115703	ARHGAP33	Gene
80199	FUZ	Gene
DOID:14504	Niemann-Pick disease	Disease
C0085605	Hepatic failure	SideEffect
56978	PRDM8	Gene
6619	SNAPC3	Gene
653145	ANXA8	Gene
GO:2000146	negative regulation of cell motility	BiologicalProcess
9340	GLP2R	Gene
C0005743	Blepharoconjunctivitis	SideEffect
5578	PRKCA	Gene
6407	SEMG2	Gene
2101	ESRRA	Gene
DOID:0110759	type 1 diabetes mellitus 22	Disease
3934	LCN2	Gene
DOID:9008	psoriatic arthritis	Disease
DOID:10324	anthracosilicosis	Disease
127	ADH4	Gene
23475	QPRT	Gene
CHEMBL2105728	CHEMBL2105728	Compound
DOID:12234	cascade stomach	Disease
C0043349	Xerophthalmia	SideEffect
158297	SAXO1	Gene
10165	SLC25A13	Gene
51351	ZNF117	Gene
O95255	MRP6_HUMAN	Protein
D053608	Stupor	Symptom
57466	SCAF4	Gene
51547	SIRT7	Gene
P16591	FER_HUMAN	Protein
CHEMBL284642	CHEMBL284642	Compound
DOID:0080336	mitochondrial DNA depletion syndrome 14	Disease
DOID:14497	Wolman disease	Disease
DOID:2921	glomerulonephritis	Disease
9736	USP34	Gene
28966	SNX24	Gene
DOID:0050451	Brugada syndrome	Disease
CHEMBL3545190	CHEMBL3545190	Compound
N0000175984	Photoactivated Radical Generator	PharmacologicClass
4486	MST1R	Gene
25801	GCA	Gene
DOID:0110153	Charcot-Marie-Tooth disease type 1E	Disease
5747	PTK2	Gene
UBERON:0005396	carotid artery segment	Anatomy
26240	FAM50B	Gene
CHEMBL1236802	CHEMBL1236802	Compound
Q9UBE0	SAE1_HUMAN	Protein
344787	ZNF860	Gene
221613	HIST1H2AA	Gene
63916	ELMO2	Gene
DOID:13565	neuroaspergillosis	Disease
80131	LRRC8E	Gene
DOID:14221	abdominal obesity-metabolic syndrome 1	Disease
6628	SNRPB	Gene
6921	ELOC	Gene
CHEMBL2108197	CHEMBL2108197	Compound
DOID:0110661	congenital myasthenic syndrome 20	Disease
CHEBI:50176	keratolytic drug	PharmacologicClass
DOID:1247	blood coagulation disease	Disease
4232	MEST	Gene
81492	RSPH6A	Gene
DOID:9268	glycine encephalopathy	Disease
DOID:4347	lymphocele	Disease
CHEMBL2108252	CHEMBL2108252	Compound
140606	SELENOM	Gene
57530	CGN	Gene
55038	CDCA4	Gene
P21817	RYR1_HUMAN	Protein
146779	EFCAB3	Gene
5929	RBBP5	Gene
P30926	ACHB4_HUMAN	Protein
10734	STAG3	Gene
81034	SLC25A32	Gene
C0027769	Nervousness	SideEffect
83706	FERMT3	Gene
389812	LCN15	Gene
CHEMBL259898	CHEMBL259898	Compound
5822	PWP2	Gene
10455	ECI2	Gene
140947	DCANP1	Gene
60678	EEFSEC	Gene
CHEBI:51039	dopamine uptake inhibitor	PharmacologicClass
C0149514	Acute bronchitis	SideEffect
DOID:106	pleural tuberculosis	Disease
DOID:5628	ampulla of Vater adenosquamous carcinoma	Disease
23770	FKBP8	Gene
P24530	EDNRB_HUMAN	Protein
GO:0030018	Z disc	CellularComponent
CHEMBL544665	CHEMBL544665	Compound
DOID:0110633	rigid spine muscular dystrophy 1	Disease
DOID:5166	endometrial stromal tumor	Disease
80004	ESRP2	Gene
51326	ARL17A	Gene
DOID:0080072	neuronal intestinal dysplasia	Disease
8618	CADPS	Gene
P23975	SC6A2_HUMAN	Protein
9047	SH2D2A	Gene
C0042023	Pollakiuria	SideEffect
DB00114	Pyridoxal Phosphate	Compound
C0014544	Epilepsy	SideEffect
D065088	Steroid Synthesis Inhibitors	PharmacologicClass
C0151281	Genital ulceration	SideEffect
DOID:4432	pancreatic somatostatinoma	Disease
8710	SERPINB7	Gene
9705	ST18	Gene
Q16832	DDR2_HUMAN	Protein
DOID:0050513	spinal polio	Disease
C0008031	Chest pain	SideEffect
D010277	Parasympathomimetics	PharmacologicClass
C0239981	Hypoalbuminaemia	SideEffect
7596	ZNF45	Gene
7579	ZSCAN20	Gene
UBERON:0005609	iliac artery	Anatomy
DOID:5052	melioidosis	Disease
51347	TAOK3	Gene
2641	GCG	Gene
148362	BROX	Gene
84934	RITA1	Gene
DOID:0050673	mixed cerebral palsy	Disease
2528	FUT6	Gene
51639	SF3B6	Gene
DOID:0060045	Munchausen by proxy	Disease
8529	CYP4F2	Gene
DOID:5039	myoblastoma	Disease
C0025319	Menopausal disorder	SideEffect
6964	TRD	Gene
DOID:6438	malignant choroid melanoma	Disease
8549	LGR5	Gene
CHEMBL1236962	CHEMBL1236962	Compound
57630	SH3RF1	Gene
6218	RPS17	Gene
8756	ADAM7	Gene
CHEMBL112302	CHEMBL112302	Compound
3339	HSPG2	Gene
DOID:0110325	hypertrophic cardiomyopathy 19	Disease
9568	GABBR2	Gene
6309	SC5D	Gene
GO:0006874	cellular calcium ion homeostasis	BiologicalProcess
CHEBI:59283	delta-opioid receptor antagonist	PharmacologicClass
CHEMBL16105	CHEMBL16105	Compound
DOID:9563	bronchiectasis	Disease
29082	CHMP4A	Gene
285671	RNF180	Gene
P18507	GBRG2_HUMAN	Protein
8973	CHRNA6	Gene
55365	TMEM176A	Gene
8544	PIR	Gene
4033	LRMP	Gene
337972	KRTAP19-5	Gene
DOID:12554	hemolytic-uremic syndrome	Disease
22829	NLGN4Y	Gene
6594	SMARCA1	Gene
255919	CNEP1R1	Gene
79962	DNAJC22	Gene
C0547030	Visual disturbance	SideEffect
2675	GFRA2	Gene
DOID:0060227	Adams-Oliver syndrome	Disease
10333	TLR6	Gene
22898	DENND3	Gene
404220	C6orf201	Gene
C0032987	Ectopic pregnancy	SideEffect
440836	ODF3B	Gene
157567	ANKRD46	Gene
DOID:7585	subglottis squamous cell carcinoma	Disease
DOID:7221	gallbladder papillary carcinoma	Disease
DB01114	Chlorphenamine	Compound
CHEMBL238465	CHEMBL238465	Compound
283685	GOLGA6L2	Gene
DOID:3575	cavernous sinus thrombosis	Disease
CHEMBL3989676	CHEMBL3989676	Compound
10562	OLFM4	Gene
113026	PLCD3	Gene
C0151613	Electrolyte abnormality	SideEffect
653781	POTEJ	Gene
CHEMBL2107831	CHEMBL2107831	Compound
10318	TNIP1	Gene
DOID:4489	malignant epithelial mesothelioma	Disease
55089	SLC38A4	Gene
5241	PGR	Gene
29098	RANGRF	Gene
CHEMBL1200935	CHEMBL1200935	Compound
C0856554	Hepatic cancer metastatic	SideEffect
574431	C1orf147	Gene
10480	EIF3M	Gene
80139	ZNF703	Gene
51399	TRAPPC4	Gene
346606	MOGAT3	Gene
27299	ADAMDEC1	Gene
C0877468	Rash mouth	SideEffect
84775	ZNF607	Gene
51676	ASB2	Gene
UBERON:0000323	late embryo	Anatomy
CHEMBL1743006	CHEMBL1743006	Compound
CHEMBL1908365	CHEMBL1908365	Compound
CHEMBL284671	CHEMBL284671	Compound
DOID:10354	breast fibrocystic disease	Disease
DOID:13943	acute gonococcal prostatitis	Disease
DB00881	Quinapril	Compound
4618	MYF6	Gene
Q52WX2	SBK1_HUMAN	Protein
D000980	Antiplatyhelmintic Agents	PharmacologicClass
DOID:0070121	Meckel syndrome 7	Disease
84154	RPF2	Gene
CHEMBL2105747	CHEMBL2105747	Compound
CHEMBL207433	CHEMBL207433	Compound
9649	RALGPS1	Gene
DOID:0110109	atrial heart septal defect 4	Disease
DB01393	Bezafibrate	Compound
CHEMBL1369825	CHEMBL1369825	Compound
DOID:7489	Osgood-Schlatter's disease	Disease
51285	RASL12	Gene
91107	TRIM47	Gene
2923	PDIA3	Gene
348938	NIPAL4	Gene
79726	WDR59	Gene
80155	NAA15	Gene
5291	PIK3CB	Gene
DOID:10075	diphyllobothriasis	Disease
2186	BPTF	Gene
266722	HS6ST3	Gene
2560	GABRB1	Gene
196383	RILPL2	Gene
CHEMBL1200989	CHEMBL1200989	Compound
N0000175769	Sympathomimetic-like Agent	PharmacologicClass
D011694	Purpura, Hyperglobulinemic	Symptom
N0000007681	Amides	PharmacologicClass
C0037317	Sleep disturbance	SideEffect
DB00791	Uracil mustard	Compound
11078	TRIOBP	Gene
C0023418	Leukaemia	SideEffect
UBERON:0004103	alveolar ridge	Anatomy
C0235416	Blood uric acid increased	SideEffect
DB00537	Ciprofloxacin	Compound
7133	TNFRSF1B	Gene
DOID:0110673	congenital myasthenic syndrome 19	Disease
DB05294	Vandetanib	Compound
64097	EPB41L4A	Gene
339745	SPOPL	Gene
203569	PAGE2	Gene
DOID:8461	Aicardi syndrome	Disease
CHEMBL2354444	CHEMBL2354444	Compound
9919	SEC16A	Gene
29843	SENP1	Gene
DOID:127	leiomyoma	Disease
DOID:0060058	lymphoma	Disease
C0004044	Asphyxia	SideEffect
P10721	KIT_HUMAN	Protein
5463	POU6F1	Gene
DOID:0060234	Carpenter syndrome	Disease
123099	DEGS2	Gene
11007	CCDC85B	Gene
N0000175973	Thrombopoietin Receptor Agonist	PharmacologicClass
57710	KIAA1614	Gene
81796	SLCO5A1	Gene
DOID:2856	euthyroid sick syndrome	Disease
23708	GSPT2	Gene
Q13936	CAC1C_HUMAN	Protein
196472	FAM71C	Gene
D006401	Hematologic Agents	PharmacologicClass
283337	ZNF740	Gene
3099	HK2	Gene
84622	ZNF594	Gene
DOID:10533	viral pneumonia	Disease
9934	P2RY14	Gene
DOID:492	acquired hemangioma	Disease
29945	ANAPC4	Gene
DB08810	Cinitapride	Compound
P42575	CASP2_HUMAN	Protein
DB00939	Meclofenamic acid	Compound
7726	TRIM26	Gene
93058	COQ10A	Gene
C0919715	Lupus-like syndrome	SideEffect
9204	ZMYM6	Gene
1201	CLN3	Gene
C0856069	Vasculitis gastrointestinal	SideEffect
85441	HELZ2	Gene
N0000175554	Central alpha-2 Adrenergic Agonist	PharmacologicClass
CHEBI:51065	dopamine agonist	PharmacologicClass
C0242362	Intervertebral disc protrusion	SideEffect
137814	NKX2-6	Gene
84769	MPV17L2	Gene
DB12865	Etelcalcetide	Compound
C0031345	Pharyngeal disorder	SideEffect
DOID:9987	orbit sarcoma	Disease
7016	TESK1	Gene
DOID:0040087	autoimmune peripheral neuropathy	Disease
GO:0001890	placenta development	BiologicalProcess
2947	GSTM3	Gene
27232	GNMT	Gene
DB01072	Atazanavir	Compound
GO:0043666	regulation of phosphoprotein phosphatase activity	BiologicalProcess
54536	EXOC6	Gene
DOID:5634	adenosquamous prostate carcinoma	Disease
8609	KLF7	Gene
C0026896	Myasthenia gravis	SideEffect
DOID:9974	drug dependence	Disease
P35354	PGH2_HUMAN	Protein
CHEMBL3334567	CHEMBL3334567	Compound
CHEMBL299400	CHEMBL299400	Compound
DOID:0110426	dilated cardiomyopathy 1D	Disease
DOID:150	disease of mental health	Disease
6772	STAT1	Gene
DOID:10033	cycloplegia	Disease
114824	PNMA5	Gene
2900	GRIK4	Gene
DOID:0080090	reducing body myopathy	Disease
DOID:11975	coloboma of optic nerve	Disease
DB09488	Acrivastine	Compound
DOID:0110031	hemoglobin H disease	Disease
D005130	Eye Hemorrhage	Symptom
CHEMBL1594	CHEMBL1594	Compound
1152	CKB	Gene
DOID:0110926	nemaline myopathy 1	Disease
DOID:1380	endometrial cancer	Disease
10245	TIMM17B	Gene
2765	GML	Gene
9897	WASHC5	Gene
DOID:3151	skin squamous cell carcinoma	Disease
C0000833	Abscess	SideEffect
3958	LGALS3	Gene
5297	PI4KA	Gene
DOID:12857	Achilles bursitis	Disease
C0018524	Hallucination	SideEffect
DB00185	Cevimeline	Compound
DOID:13295	crater-like holes of optic disc	Disease
DOID:4247	coronary restenosis	Disease
10295	BCKDK	Gene
129293	TRABD2A	Gene
1557	CYP2C19	Gene
121549	ASCL4	Gene
CHEMBL117822	CHEMBL117822	Compound
26261	FBXO24	Gene
55805	LRP2BP	Gene
25843	MOB4	Gene
5108	PCM1	Gene
54566	EPB41L4B	Gene
DOID:0110405	retinitis pigmentosa 36	Disease
DOID:0070116	Meckel syndrome 2	Disease
Q02790	FKBP4_HUMAN	Protein
DB00888	Mechlorethamine	Compound
157922	CAMSAP1	Gene
P07098	LIPG_HUMAN	Protein
79175	ZNF343	Gene
CHEMBL1200373	CHEMBL1200373	Compound
DOID:12638	hypertrophic pyloric stenosis	Disease
7227	TRPS1	Gene
72	ACTG2	Gene
1670	DEFA5	Gene
GO:0098562	cytoplasmic side of membrane	CellularComponent
151246	SGO2	Gene
1272	CNTN1	Gene
DOID:9837	hypertropia	Disease
7157	TP53	Gene
9699	RIMS2	Gene
10417	SPON2	Gene
C0004134	Ataxia	SideEffect
126638	RPTN	Gene
157753	TMEM74	Gene
DOID:0080261	autosomal recessive nonsyndromic deafness 106	Disease
C0007137	Squamous cell carcinoma	SideEffect
UBERON:0002521	elastic tissue	Anatomy
DB06703	Gadobutrol	Compound
148252	DIRAS1	Gene
130355	C2orf76	Gene
55179	FAIM	Gene
10199	MPHOSPH10	Gene
DOID:11401	xanthogranulomatous pyelonephritis	Disease
DOID:11119	Gilles de la Tourette syndrome	Disease
DOID:13068	renal osteodystrophy	Disease
55534	MAML3	Gene
